一丁点儿 (yi1,ding1,dian3,er5)
大溜 (da4,liu4)
大煞风趣 (da4,sha4,feng1,qu4)
大率 (da4,shuai4)
大王 (dai4,wang2)
大璞不完 (tai4,bu2,bu4,wan2)
大缪不然 (da4,miu4,bu4,ran2)
大老爷们儿 (da4,lao3,ye2,men5,er2)
大而无当 (da4,er2,wu2,dang4)
大肚子 (da4,du3,zi5)
大肠杆菌 (da4,chang2,gan3,jun1)
大腹便便 (da4,fu4,pian2,pian2)
大藏 (da4,zang4)
大藏经 (da4,zang4,jing1)
大行大市 (da4,hang2,da4,shi4)
大行星 (da4,hang2,xing1)
大调 (da4,diao4)
大轴子 (da4,zhou4,zi3)
大部分 (da4,bu4,fen4)
大都 (da4,du1)
大难 (da4,nan4)
大难不死 (da4,nan4,bu4,si3)
大难临头 (da4,nan4,lin2,tou2)
大雅 (da4,ya2)
大雅之堂 (da4,ya3,zhi1,tang2)
大雅君子 (da4,ya3,jun1,zi3)
大雨滂沱 (da4,yu3,pang2,tuo2)
大颊鼠 (da4,jia1,shu3)
大黄 (dai4,huang2)
天下一家 (tian1,xia4,yi4,jia1)
天下为公 (tian1,xia4,wei2,gong1)
天下为家 (tian1,xia4,wei2,jia1)
天下为笼 (tian1,xia4,wei2,long2)
天兵天将 (tian1,bing1,tian1,jiang4)
天冠地屦 (tian1,guan1,di4,ju4)
天分 (tian1,fen4)
天华乱坠 (tian1,hua1,luan4,zhui4)
天台 (tian1,tai1)
天台路迷 (tian1,tai2,lu4,mi2)
天姥山 (tian1,mu3,shan1)
天宝当年 (tian5,bao4,dang4,nian4)
天差地远 (tian1,cha1,di4,yuan3)
天年不遂 (tian1,nian2,bu4,sui4)
天数 (tian1,shu4)
天旋地转 (tian1,xuan2,di4,zhuan4)
天晓得 (tian1,xiao3,de5)
天王老子 (tian1,wang2,lao3,zi3)
天生一对 (tian1,sheng1,yi2,dui4)
天衣无缝 (tian1,yi1,wu2,feng4)
天覆地载 (tian1,fu4,di4,zai3)
天道好还 (tian1,dao4,hao3,huan2)
天阙 (tian1,que4)
太冲 (tai4,chong4)
太山北斗 (tai4,shan1,bei3,dou4)
太监 (tai4,jian4)
太行山 (tai4,hang2,shan1)
太过分 (tai4,guo4,fen4)
太阿 (tai4,e1)
太阿倒持 (tai4,e1,dao4,chi2)
太阿在握 (tai4,e1,zai4,wo4)
央行 (yang1,hang2)
失当 (shi1,dang4)
失着 (shi1,zhao1)
失禁 (shi1,jin4)
失而复得 (shi1,er2,fu4,de5)
失血 (shi1,xue4)
失马塞翁 (shi1,ma3,sai4,weng1)
失魂落魄 (shi1,hun2,luo4,po4)
头上著头 (tou2,shang4,zhuo2,tou2)
头会箕赋 (tou2,kuai4,ji1,fu4)
头儿 (tou5,er5)
头出头没 (tou2,chu1,tou2,mo4)
头发 (tou2,fa4)
头子 (tou2,zi5)
头昏眼晕 (tou2,hun1,yan3,yun1)
头晕 (tou2,yun1)
头没杯案 (tou2,mo4,bei1,an4)
头破血出 (tou2,po4,xue4,chu1)
头破血淋 (tou2,po4,xue4,lin2)
头童齿豁 (tou2,tong2,chi3,huo4)
头足异处 (tou2,zu2,yi4,chu3)
夷为平地 (yi2,wei2,ping2,di4)
夹七夹八 (jia1,qi1,jia1,ba1)
夹克 (jia1,ke4)
夹具 (jia1,ju4)
夹击 (jia1,ji1)
夹剪 (jia1,jian3)
夹墙 (jia1,qiang2)
夹子 (jia1,zi5)
夹层 (jia1,ceng2)
夹层玻璃 (jia1,ceng2,bo1,li5)
夹峙 (jia1,zhi4)
夹带 (jia1,dai4)
夹心 (jia1,xin1)
夹批 (jia1,pi1)
夹持 (jia1,chi2)
夹攻 (jia1,gong1)
夹杂 (jia1,za2)
夹板 (jia1,ban3)
夹板医驼子 (jia2,ban3,yi1,tuo2,zi3)
夹板气 (jia1,ban3,qi4)
夹枪带棍 (jia1,qiang1,dai4,gun4)
夹枪带棒 (jia1,qiang1,dai4,bang4)
夹棍 (jia1,gun4)
夹注 (jia1,zhu4)
夹生 (jia1,sheng1)
夹生饭 (jia1,sheng1,fan4)
夹竹桃 (jia1,zhu2,tao2)
夹紧 (jia1,jin3)
夹缝 (jia1,feng4)
夹袄 (jia2,ao3)
夹袋人物 (jia1,dai4,ren2,wu4)
夹裤 (jia2,ku4)
夹角 (jia1,jiao3)
夹道 (jia1,dao4)
夹钳 (jia1,qian2)
夹馅 (jia1,xian4)
夺人所好 (duo2,ren2,suo3,hao4)
夺冠 (duo2,guan4)
夺得 (duo2,de5)
奄奄一息 (yan3,yan3,yi4,xi1)
奇偶 (ji1,ou3)
奇函数 (ji1,han2,shu4)
奇数 (ji1,shu4)
奇零 (ji1,ling2)
奉为圭臬 (feng4,wei2,gui1,nie4)
奉为楷模 (feng4,wei2,kai3,mo2)
奉为至宝 (feng4,wei2,zhi4,bao3)
奉公不阿 (feng4,gong1,bu4,e1)
奉还 (feng4,huan2)
奋发有为 (fen4,fa1,you3,wei2)
奏乐 (zou4,yue4)
奔丧 (ben1,sang1)
奔命 (ben4,ming4)
奔头 (ben4,tou2)
奔头儿 (ben4,tou5,er5)
套数 (tao4,shu4)
套种 (tao4,zhong4)
奠都 (dian4,du1)
奢侈浪费 (she1,chi2,lang4,fei4)
奢靡 (she1,mi2)
女仆 (nv3,pu2)
女佣人 (nv3,yong1,ren2)
女大不中留 (nv3,da4,bu4,zhong4,liu2)
女大难留 (nv3,da4,nan2,liu2)
女孩儿 (nv3,hai2,er5)
女孩子 (nv3,hai2,zi5)
女将 (nv3,jiang4)
女强人 (nv3,qiang3,ren2)
女红 (nv3,gong1)
女长当嫁 (nv3,zhang3,dang1,jia4)
女长须嫁 (nv3,zhang3,xu1,jia4)
奴仆 (nu2,pu2)
她们 (ta1,men5)
好丹非素 (hao4,dan1,fei1,su4)
好为事端 (hao4,wei2,shi4,duan1)
好为人师 (hao4,wei2,ren2,shi1)
好事 (hao4,shi4)
好事之徒 (hao4,shi4,zhi1,tu2)
好事多悭 (hao3,shi4,duo1,qian1)
好事多磨 (hao3,shi4,duo1,mo2)
好事天悭 (hao3,shi4,tian1,qian1)
好事者 (hao4,shi4,zhe3)
好佚恶劳 (hao3,yi4,wu4,lao2)
好兆头 (hao3,zhao4,tou5)
好动 (hao4,dong4)
好勇斗狠 (hao4,yong3,dou4,hen3)
好古 (hao4,gu3)
好吃 (hao4,chi1)
好吃好喝 (hao4,chi1,hao4,he1)
好吃懒做 (hao4,chi1,lan3,zuo4)
好吧 (hao3,ba5)
好吹牛 (hao4,chui1,niu2)
好善乐施 (hao4,shan4,le4,shi1)
好善恶恶 (hao3,shan4,wu4,e4)
好处 (hao3,chu4)
好大喜功 (hao4,da4,xi3,gong1)
好奇 (hao4,qi2)
好奇尚异 (hao3,qi2,shang4,yi4)
好好学习 (hao3,hao3,xue2,xi2)
好学 (hao4,xue2)
好客 (hao4,ke4)
好家伙 (hao3,jia1,huo5)
好尚 (hao4,shang4)
好强 (hao4,qiang2)
好得很 (hao3,de5,hen3)
好恶 (hao4,wu4)
好恶不同 (hao3,e4,bu4,tong2)
好战 (hao4,zhan4)
好战分子 (hao4,zhan4,fen4,zi5)
好整以暇 (hao4,zheng3,yi3,xia2)
好斗 (hao4,dou4)
好生之德 (hao4,sheng1,zhi1,de2)
好管闲事 (hao4,guan3,xian2,shi4)
好累 (hao3,lei4)
好胜 (hao4,sheng4)
好自为之 (hao4,zi4,wei2,zhi1)
好色 (hao4,se4)
好行小惠 (hao4,xing2,xiao3,hui4)
好读书 (hao4,du2,shu1)
好谋善断 (hao4,mou2,shan4,duan4)
好逸恶劳 (hao4,yi4,wu4,lao2)
好酒贪杯 (hao4,jiu3,tan1,bei1)
好问决疑 (hao4,wen4,jue2,yi2)
好问则裕 (hao4,wen4,ze2,yu4)
好骑者堕 (hao4,qi2,zhe3,duo4)
好高务远 (hao4,gao1,wu4,yuan3)
好高骛远 (hao4,gao1,wu4,yuan3)
如不胜衣 (ru2,bu4,sheng4,yi1)
如履薄冰 (ru2,lv3,bo2,bing1)
如应斯响 (ru2,ying4,si1,xiang3)
如数 (ru2,shu4)
如数家珍 (ru2,shu3,jia1,zhen1)
如水投石 (ru2,shu3,tou2,shi2)
如法炮制 (ru2,fa3,pao2,zhi4)
如登春台 (ru2,de2,chun1,tai2)
如芒刺背 (ru2,mang2,ci4,bei4)
如芒在背 (ru2,mang2,zai4,bei4)
妃嫔 (fei1,bin1)
妃子 (fei1,zi5)
妄为 (wang4,wei2)
妄自菲薄 (wang4,zi4,fei3,bo2)
妍蚩好恶 (yan2,chi1,hao3,e4)
妖不胜德 (yao1,bu4,sheng4,de2)
妖由人兴 (yao1,you2,ren2,xing1)
妗子 (jin4,zi5)
妙处 (miao4,chu4)
妙着 (miao4,zhao1)
妙龄女子 (miao4,ling2,nv3,zi5)
妞儿 (niu1,er5)
妞子 (niu1,zi5)
妥帖 (tuo3,tie1)
妥当 (tuo3,dang4)
妥首帖耳 (tuo3,shou3,tie1,er3)
妯娌 (zhou2,li5)
妻儿老少 (qi1,er2,lao3,shao3)
妻子 (qi1,zi5)
妻梅子鹤 (qi1,men2,zi3,he4)
始终不懈 (shi3,zhong1,bu4,xie4)
姑射神人 (gu1,ye4,shen2,ren2)
姓仇 (xing4,qiu2)
姓任 (xing4,ren2)
委委佗佗 (wei1,wei1,tuo2,tuo2)
委曲 (wei3,qu1)
委曲成全 (wei3,qu3,cheng2,quan2)
委曲求全 (wei3,qu1,qiu2,quan2)
委肉虎蹊 (wei3,rou4,hu3,xi1)
委蛇 (wei1,yi2)
委靡 (wei3,mi3)
姘头 (pin1,tou5)
姣好 (jiao3,hao3)
姥姥 (lao3,lao4)
姨姥姥 (yi2,lao3,lao4)
姿意妄为 (zi1,yi4,wang4,wei2)
威吓 (wei1,he4)
娃娃亲 (wa2,wa5,qin1)
娉婷婀娜 (ping1,ting2,e1,na4)
娘子 (niang2,zi5)
娶媳妇儿 (qu3,xi2,fu5,er5)
婀娜 (e1,nuo2)
婆婆 (po2,po5)
婆婆妈妈 (po2,po5,ma1,ma1)
婊子 (biao3,zi5)
婚丧喜庆 (hun1,sang1,xi3,qing4)
婚假 (hun1,jia4)
婚龄 (hun1,ling3)
婵媛 (chan2,yuan2)
媳妇儿 (xi2,fu5,er5)
嫂子 (sao3,zi5)
嫌恶 (xian2,wu4)
嫚子 (man1,zi5)
嫡子 (di2,zi5)
嫣然一笑 (yan1,ran2,yi2,xiao4)
子为父隐 (zi3,wei2,fu4,yin3)
子弹 (zi3,dan4)
子母弹 (zi3,mu3,dan4)
孕吐 (yun4,tu4)
字帖 (zi4,tie4)
字帖儿 (zi4,tie3,er2)
字数 (zi4,shu4)
字模 (zi4,mu2)
字调 (zi4,diao4)
字里行间 (zi4,li3,hang2,jian1)
存储 (cun2,chu2)
存查 (cun2,zha1)
存而不论 (cun2,er2,bu4,lun4)
孙子 (sun1,zi5)
孜孜不懈 (zi1,zi1,bu4,xie4)
孟什维克 (meng4,shi2,wei2,ke4)
孢子 (bao1,zi5)
孤单一人 (gu1,dan1,yi4,ren2)
孤文只义 (gu1,wen2,zhi1,yi4)
孤注一掷 (gu1,zhu4,yi2,zhi4)
孤独矜寡 (gu1,du2,guan1,gua3)
孤身只影 (gu1,shen1,zhi1,ying3)
学子 (xue2,sheng1)
学长 (xue2,zhang3)
孩子 (hai2,zi5)
孩子气 (hai2,zi5,qi4)
孽障种子 (nie4,zhang4,zhong3,zi3)
宁可 (ning4,ke3)
宁帖 (ning2,tie1)
宁愿 (ning4,yuan4)
宁折不弯 (ning4,zhe2,bu4,wan1)
宁曲勿折 (ning2,qu1,wu4,zhe2)
宁死不屈 (ning4,si3,bu4,qu1)
宁缺勿滥 (ning4,que1,wu4,lan4)
宁缺毋滥 (ning4,que1,wu2,lan4)
宁肯 (ning4,ken3)
守丧 (shou3,sang1)
守分 (shou3,fen4)
守分安常 (shou3,fen1,an1,chang2)
守正不阿 (shou3,zheng4,bu4,e1)
守阙抱残 (shou3,que4,bao4,can2)
安全系数 (an1,quan2,xi4,shu4)
安分 (an1,fen4)
安分守己 (an1,fen4,shou3,ji3)
安分知足 (an1,fen4,zhi1,zu2)
安宁 (an1,ning2)
安常处顺 (an1,chang2,chu3,shun4)
安常守分 (an1,chang2,shou3,fen4)
安时处顺 (an1,shi2,chu3,shun4)
安步当车 (an1,bu4,dang1,che1)
安老怀少 (an1,lao3,huai2,shao4)
安营扎寨 (an1,ying2,zha1,zhai4)
安身为乐 (an1,shen1,wei2,le4)
宋斤鲁削 (song4,jin1,lu3,xue1)
官官相为 (guan1,guan1,xiang1,wei2)
官差 (guan1,chai1)
官运亨通 (guan1,yun4,heng1,gong1)
官长 (guan1,zhang3)
定名为 (ding4,ming2,wei2)
定当 (ding4,dang4)
定数 (ding4,shu4)
定时炸弹 (ding4,shi2,zha4,dan4)
定调 (ding4,diao4)
定调子 (ding4,diao4,zi5)
定都 (ding4,du1)
宛转悠扬 (wan3,zhuan3,you1,yang2)
宝坻 (bao3,di3)
宝应 (bao3,ying4)
宝藏 (bao3,zang4)
宝贝疙瘩 (bao3,bei4,ge1,da1)
实与有力 (shi2,yu4,you3,li4)
实偪处此 (shi2,beng4,chu3,ci3)
实干 (shi2,gan4)
实弹 (shi2,dan4)
实数 (shi2,shu4)
实相 (shi2,xiang4)
实蕃有徒 (shi2,fan1,you3,tu2)
实逼处此 (shi2,bi1,chu3,ci3)
审处 (shen3,chu3)
审己度人 (shen3,ji3,duo2,ren2)
审干 (shen3,gan4)
审度 (shen3,duo2)
审时度势 (shen3,shi2,duo2,shi4)
审曲面埶 (shen3,qu3,mian4,xin1)
审查 (shen3,zha1)
审校 (shen3,jiao4)
宣传弹 (xuan1,chuan2,dan4)
宫禁 (gong1,jin4)
宫调 (gong1,diao4)
宫阙 (gong1,que4)
宰相 (zai3,xiang4)
害臊 (hai4,sao4)
宵禁 (xiao1,jin4)
家什 (jia1,shi2)
家仆 (jia1,pu2)
家伙 (jia1,huo5)
家当 (jia1,dang4)
家无儋石 (jia1,wu2,dan4,shi2)
家无担石 (jia1,wu2,dan4,shi2)
家畜 (jia1,chu4)
家种 (jia1,zhong4)
家累 (jia1,lei3)
家累千金 (jia1,lei4,qian1,jin1)
家给人足 (jia1,ji3,ren2,zu2)
家给户足 (jia1,ji3,hu4,zu2)
家给民足 (jia1,ji3,min2,zu2)
家道从容 (jia1,dao4,cong1,rong2)
家长 (jia1,zhang3)
家长礼短 (jia1,chang2,li3,duan3)
家长里短 (jia1,chang2,li3,duan3)
家雀 (jia1,qiao3)
家雀儿 (jia1,qiao3,er2)
宽大为怀 (kuan1,da4,wei2,huai2)
宽绰 (kuan1,chuo5)
宿将 (su4,jiang4)
宿水飡风 (xiu3,shui3,can1,feng1)
宿水餐风 (xiu3,shui3,can1,feng1)
宿舍 (su4,she4)
宿雨餐风 (xiu3,yu3,can1,feng1)
密发 (mi4,fa4)
富商巨贾 (fu4,shang1,ju4,jia3)
富国彊兵 (fu4,guo2,jiang1,bing1)
寒伧 (han2,chen5)
寒假 (han2,jia4)
寒号 (han2,hao4)
寒碜 (han2,chen5)
寒舍 (han2,she4)
寒蝉凄切 (han2,chan2,qi1,qie4)
寒酸相 (han2,suan1,xiang4)
寒酸落魄 (han2,suan1,luo4,po4)
寒露 (han2,lu4)
寒颤 (han2,zhan4)
寝苫枕干 (qin3,shan1,zhen3,gan4)
察察为明 (cha2,cha2,wei2,ming2)
寡不胜众 (gua3,bu4,sheng4,zhong4)
寡廉鲜耻 (gua3,lian2,xian3,chi3)
寡见鲜闻 (gua3,jian4,xian3,wen2)
寥寥数语 (liao2,liao2,shu4,yu3)
寸利必得 (cun4,li4,bi4,de2)
寸积铢累 (cun4,ji1,zhu1,lei3)
寸量铢称 (cun4,liang2,zhu1,cheng1)
对不住 (dui4,bu2,zhu4)
对事不对人 (dui4,shi4,bu2,dui4,ren2)
对口相声 (dui4,kou3,xiang4,sheng4)
对应 (dui4,ying4)
对得住 (dui4,de5,zhu4)
对得数 (dui4,de2,shu4)
对得起 (dui4,de5,qi3)
对数 (dui4,shu4)
对着干 (dui4,zhe5,gan4)
对称 (dui4,chen4)
对薄公堂 (dui4,bu4,gong1,tang2)
对调 (dui4,diao4)
寺观 (si4,guan4)
寻思 (xin2,si1)
寻欢作乐 (xun2,huan1,zuo4,le4)
寻瑕伺隙 (xun2,xia2,si4,xi4)
寻行数墨 (xun2,hang2,shu3,mo4)
导弹 (dao3,dan4)
寿数 (shou4,shu4)
寿终正寝 (shou4,zhong1,zheng4,qin2)
封妻荫子 (feng1,qi1,yin4,zi3)
封禁 (feng1,jin4)
封禅 (feng1,shan4)
封豨修蛇 (feng1,xi1,you3,she2)
射干 (ye4,gan4)
将令 (jiang4,ling4)
将伯之助 (qiang1,bo2,zhi1,zhu4)
将伯之呼 (qiang1,bo2,zhi1,hu1)
将兵 (jiang4,bing1)
将功折过 (jiang1,gong1,she2,guo4)
将取固予 (jiang1,qu3,gu1,yu3)
将士 (jiang4,shi4)
将夺固与 (jiang1,duo2,gu1,yu3)
将官 (jiang4,guan1)
将将 (qiang1,qiang1)
将尉 (jiang4,wei4)
将帅 (jiang4,shuai4)
将才 (jiang4,cai2)
将校 (jiang4,xiao4)
将相 (jiang4,xiang4)
将遇良材 (jiang4,yu4,liang2,cai2)
将门 (jiang4,men2)
将门无犬子 (jiang4,men2,wu2,quan3,zi3)
将门有将 (jiang4,men2,you3,jiang4)
将门虎子 (jiang4,men2,hu3,zi3)
将领 (jiang4,ling3)
尉犁 (yu4,li2)
尉迟 (yu4,chi2)
小不点儿 (xiao3,bu4,dian3,er5)
小事一件 (xiao3,shi4,yi2,jian4)
小传 (xiao3,zhuan4)
小便宜 (xiao3,bian4,yi2)
小册子 (xiao3,ce4,zi5)
小圈子 (xiao3,quan1,zi5)
小妞儿 (xiao3,niu1,er5)
小姑独处 (xiao3,gu1,du2,chu3)
小孩子 (xiao3,hai2,zi5)
小家伙 (xiao3,jia1,huo5)
小家子气 (xiao3,jia1,zi5,qi4)
小将 (xiao3,jiang4)
小尕子 (xiao3,ga3,zi5)
小数 (xiao3,shu4)
小数点 (xiao3,shu3,dian3)
小时了了 (xiao3,shi2,liao3,liao3)
小眼薄皮 (xiao3,yan3,bo2,pi2)
小肚子 (xiao3,du3,zi5)
小舅子 (xiao3,jiu4,zi5)
小调 (xiao3,diao4)
小鬼头 (xiao3,gui3,tou5)
少一点 (shao3,yi4,dian3)
少不了 (shao4,bu4,liao3)
少不得 (shao4,bu4,de2)
少不更事 (shao4,bu4,geng1,shi4)
少不经事 (shao4,bu4,jing1,shi4)
少壮 (shao4,zhuang4)
少壮派 (shao4,zhuang4,pai4)
少女 (shao4,nv3)
少妇 (shao4,fu4)
少将 (shao3,jiang4)
少尉 (shao4,wei4)
少小 (shao4,xiao3)
少小无猜 (shao4,xiao3,wu2,cai1)
少年 (shao4,nian2)
少年得志 (shao4,nian2,de2,zhi4)
少年老成 (shao4,nian2,lao3,cheng2)
少年老诚 (shao3,nian2,lao3,cheng2)
少府 (shao4,fu3)
少成若性 (shao4,cheng2,ruo4,xing4)
少数 (shao3,shu4)
少校 (shao4,xiao4)
少爷 (shao4,ye2)
少男 (shao4,nan2)
少相 (shao4,xiang1)
尕驴儿 (ga3,lv2,er5)
尖嘴薄舌 (jian1,zui3,bo2,she2)
尖担两头脱 (jian1,dan4,liang3,tou2,tuo1)
尝鼎一脔 (chang2,ding3,yi4,luan2)
尤云殢雨 (you2,yun2,zhi4,yu3)
尥蹶子 (liao4,jue3,zi5)
尸居龙见 (shi1,ju1,long2,xian4)
尺二冤家 (chi3,er4,yuan1,jia5)
尺头 (chi3,tou2)
尺子 (chi3,zi5)
尺寸 (chi3,cun4)
尺寸之功 (chi3,cu4,zhi1,gong1)
尺布斗粟 (chi3,bu4,dou3,su4)
尺短寸长 (chi3,duan3,cu4,chang2)
尽先 (jin3,xian1)
尽其所有 (jin3,qi2,suo3,you3)
尽力 (jin3,li4)
尽力而为 (jin4,li4,er2,wei2)
尽可能 (jin3,ke3,neng2)
尽善尽美 (jin4,shan1,jin4,mei3)
尽多尽少 (jin3,duo1,jin3,shao3)
尽心尽力 (jin4,xin1,jin4,li4)
尽快 (jin3,kuai4)
尽数 (jin3,shu4)
尽早 (jin3,zao3)
尽着 (jin3,zhe5)
尽管 (jin3,guan3)
尽自 (jin3,zi4)
尽说漂亮话 (jin4,shuo1,piao4,liang4,hua4)
尽里头 (jin3,li3,tou5)
尽量 (jin3,liang4)
尾大难掉 (wei3,da4,nan2,diao4)
尾巴 (wei3,ba1)
尾数 (wei3,shu4)
尾随不舍 (wei3,sui2,bu2,she4)
尿泡 (sui1,pao4)
尿脬 (sui1,pao1)
尿血 (niao4,xue4)
局地钥天 (ju2,di4,yao4,tian1)
局长 (ju2,zhang3)
层台累榭 (ceng2,tai2,lei3,xie4)
层见迭出 (ceng2,chu1,die2,jian4)
居下讪上 (ju2,xia4,shan4,shang4)
居不重席 (ju1,bu4,chong2,xi2)
居不重茵 (ju1,bu4,chong2,yin1)
居丧 (ju1,sang1)
居处 (ju1,chu3)
居轴处中 (ju1,zhou2,chu3,zhong1)
屈折 (qu1,she2)
屋子 (wu1,zi5)
屎壳郎 (shi3,ke2,lang4)
屏住 (bing3,zhu4)
屏声息气 (bing3,sheng1,xi1,qi4)
屏幕 (ping2,mu4)
屏弃 (bing3,qi4)
屏息 (bing3,xi1)
屏气 (bing3,qi4)
屏气吞声 (ping2,qi4,tun1,sheng1)
屏藩 (ping2,fan1)
屏退 (bing3,tui4)
屏除 (bing3,chu2)
屏风 (ping2,feng1)
屑子 (xie4,zi5)
屙金溺银 (e1,jin1,niao4,yin2)
属垣有耳 (zhu3,yuan2,you3,er3)
属意 (zhu3,yi4)
属文 (zhu3,wen2)
属望 (zhu3,wang4)
属毛离里 (zhu3,mao2,li2,li3)
属词比事 (zhu3,ci2,bi3,shi4)
属辞比事 (zhu3,ci2,bi3,shi4)
屠门大嚼 (tu2,men2,da4,jiao2)
屡教不改 (lv3,jian4,bu4,gai3)
屡见不鲜 (lv3,jian4,bu4,xian1)
履薄临深 (lv3,bo2,lin2,shen1)
屯扎 (tun2,zha1)
屯蹶否塞 (tun2,jue3,fou3,sai1)
山公倒载 (shan1,gong1,dao3,zai3)
山大王 (shan1,dai4,wang2)
山峙渊渟 (shan1,zhi4,yuan1,zi1)
山崩钟应 (shan1,beng1,zhong1,ying4)
山殽野湋 (shan1,yao1,ye3,fu4)
山溜穿石 (shan1,liu4,chuan1,shi2)
山节藻棁 (shan1,jie2,zao3,li4)
山行海宿 (shan1,xing2,hai3,xiu3)
山阴乘兴 (shan1,yin1,cheng2,xing1)
山高岭削 (shan1,gao1,ling3,xue1)
山鸣谷应 (shan1,ming2,gu3,ying4)
岁数 (sui4,shu4)
岁月不居 (sui4,yue4,bu4,ju2)
岁聿其莫 (sui4,yu4,qi2,mu4)
岂弟君子 (kai3,ti4,jun1,zi3)
岔子 (cha4,zi5)
岗头泽底 (gang1,tou2,ze2,di3)
岩居穴处 (yan2,ju1,xue2,chu3)
岩栖穴处 (yan2,qi1,xue2,chu3)
岩芯 (yan2,xin4)
岳镇渊渟 (yue4,zhen4,yuan1,ting1)
岿然不动 (kui1,ran2,bu2,dong4)
峨冠博带 (e2,guan1,bo2,dai4)
峨峨汤汤 (e2,e2,shang1,shang1)
峻阪盐车 (jun4,ban3,yun2,che1)
崭露头脚 (zhan3,lu4,tou2,jiao3)
崭露头角 (zhan3,lu4,tou2,jue2)
嵬眼澒耳 (wei2,yan3,xiang1,er3)
川渟岳峙 (chuan1,ting1,yue4,zhi4)
州长 (zhou1,zhang3)
巡更 (xun2,geng1)
巡查 (xun2,zha1)
巢居穴处 (chao2,ju1,xue2,chu3)
工尺 (gong1,che3)
工行 (gong1,hang2)
左传 (zuo3,zhuan4)
左宜右有 (zuo3,yi2,you4,fu2)
左撇子 (zuo3,pie3,zi5)
左支右吾 (zuo3,zhi1,you4,wu1)
左枝右梧 (zuo3,zhi1,you4,wu1)
左邻右舍 (zuo3,lin2,you4,she4)
巧发奇中 (qiao3,fa1,qi2,zhong4)
巧妇难为无米之炊 (qiao3,fu4,nan2,wei2,wu2,mi3,zhi1,chui1)
巧干 (qiao3,gan4)
巨贾 (ju4,gu3)
差一点 (cha4,yi4,dian3)
差一点儿 (cha4,yi4,dian3,er5)
差三错四 (cha1,san1,cuo4,si4)
差不多 (cha4,bu4,duo1)
差不离 (cha4,bu4,li2)
差之千里 (cha1,zhi1,qian1,li3)
差之毫厘 (cha1,zhi1,hao2,li2)
差之毫厘失之千里 (cha1,zhi1,hao2,li2,shi1,zhi1,qian1,li3)
差事 (chai1,shi4)
差人去 (chai1,ren2,qu4)
差人去请医生 (chai1,ren2,qu4,qing3,yi1,sheng1)
差价 (cha1,jia4)
差使 (chai1,shi2)
差值 (cha1,zhi2)
差分 (cha1,fen1)
差分放大器 (cha4,fen1,fang4,da4,qi4)
差别 (cha1,bie2)
差动 (cha1,dong4)
差可 (cha1,ke3)
差可告慰 (cha1,ke3,gao4,wei4)
差失 (cha1,shi1)
差异 (cha1,yi4)
差强人意 (cha1,qiang3,ren2,yi4)
差役 (chai1,yi4)
差得很远 (cha4,de5,hen3,yuan3)
差得远 (cha4,de5,yuan3)
差拨 (chai1,bo1)
差数 (cha1,shu4)
差旅费 (chai1,lv3,fei4)
差池 (cha1,chi2)
差点 (cha4,dian3)
差等 (cha1,deng3)
差等生 (cha4,deng3,sheng1)
差缺 (chai1,que1)
差误 (cha1,wu4)
差距 (cha1,ju4)
差遣 (chai1,qian3)
差错 (cha1,cuo4)
差额 (cha1,e2)
差饷 (chai1,xiang3)
已知数 (yi3,zhi1,shu4)
巴尔干半岛 (ba1,er3,gan4,ban4,dao3)
巴尔扎克 (ba1,er3,zha1,ke4)
巴巴结结 (ba1,ba5,jie1,jie1)
巴结 (ba1,jie5)
巷子 (xiang4,zi5)
巷道 (hang4,dao4)
市长 (shi4,zhang3)
布尔什维克 (bu4,er3,shi2,wei2,ke4)
布鲁塞尔 (bu4,lu3,sai4,er3)
师父 (shi1,fu5)
师直为壮 (shi1,zhi2,wei2,zhuang4)
师长 (shi1,zhang3)
帖服 (tie1,fu2)
帘子 (lian2,zi5)
帝都 (di4,du1)
帡天极地 (ju2,tian1,ji2,di4)
带着铃铛去做贼 (dai4,zhe5,ling2,dang1,qu4,zuo4,zei2)
带累 (dai4,lei3)
席卷 (xi2,juan4)
席卷八荒 (xi2,juan3,ba1,huang1)
席卷天下 (xi2,juan3,tian1,xia4)
席卷而逃 (xi2,juan3,er2,tao2)
帮倒忙 (bang1,dao4,mang2)
帷薄不修 (wei2,bo2,bu4,xiu1)
常备不懈 (chang2,bei4,bu4,xie4)
常年累月 (chang2,nian2,lei4,yue4)
常用对数 (chang2,yong4,dui4,shu4)
常规炸弹 (chang2,gui1,zha4,dan4)
帽子 (mao4,zi5)
幂数 (mi4,shu4)
幂级数 (mi4,ji2,shu4)
幌子 (huang3,zi5)
幔子 (man4,zi5)
幛子 (zhang4,zi5)
干么 (gan4,mo3)
干事 (gan4,shi4)
干什么 (gan4,shen2,me5)
干仗 (gan4,zhang4)
干净利索 (gan4,jing4,li4,suo3)
干劲 (gan4,jin4)
干号 (gan1,hao2)
干名犯义 (gan4,ming2,fan4,yi4)
干吗 (gan1,ma2)
干员 (gan4,yuan2)
干咳 (gan1,hai1)
干啼湿哭 (gan4,ti2,shi1,ku1)
干嘛 (gan4,ma2)
干城之将 (gan1,cheng2,zhi1,jiang4)
干将 (gan4,jiang4)
干将莫邪 (gan1,jiang4,mo4,ye2)
干干 (gan4,gan4)
干干净净 (gan4,gan1,jing4,jing4)
